,Text,Dep,Head,Child
359079,Гэндальф,nsubj,одобрил,[]
359235,Гэндальф,nsubj,одобрил,[]
362603,Митрандир,nsubj,избрал,[]
383849,Гэндальф,nsubj,кто,"[–, Например]"
389627,Гэндальф,nsubj,обнаружил,[Серый]
389808,Гэндальф,nsubj,присоединяется,"[и, Серый]"
389845,Гэндальф,nsubj,ведет,[]
390395,Гэндальф,nsubj,исцеляет,[]
390431,Гэндальф,nsubj,отправляется,[]
390473,Гэндальф,nsubj,низлагает,[]
390578,Гэндальф,nsubj,передает,[]
391441,Гэндальф,nsubj,сказал,[]
391482,Гэндальф,nsubj,отдавал,[]
391567,Гэндальф,nsubj,везет,[]
391668,Гэндальф,nsubj,крикнул,[]
391871,Гэндальф,nsubj,говорил,[]
392154,Гэндальф,nsubj,отвечал,[]
392256,Гэндальф,nsubj,отвечал,[]
392405,Гэндальф,nsubj,то,[вас]
392436,Гэндальф,nsubj,сказал,[]
392519,Гэндальф,nsubj,остановил,[]
392639,Митрандир,nsubj,направился,[]
392691,Гэндальф,nsubj,ответил,[]
392843,Гэндальф,nsubj,катилась,"[не, Провозвестник, ,]"
393272,Гэндальф,nsubj,приближались,[Пиппином]
393523,Гэндальф,nsubj,подъехали,[Перегрин]
393555,Гэндальф,nsubj,отвечал,[]
394331,Гэндальф,nsubj,спешился,[]
394481,Гэндальф,nsubj,пересек,[]
394625,Гэндальф,nsubj,шепнул,[]
394863,Гэндальф,nsubj,приостановился,[]
394921,Гэндальф,nsubj,приостановился,[]
395020,Гэндальф,nsubj,бросил,[]
395236,Гэндальф,nsubj,прошли,[хоббитом]
395409,Гэндальф,nsubj,подтвердил,[]
395511,Гэндальф,nsubj,возразил,[]
395612,Гэндальф,nsubj,вошли,[Пиппин]
396306,Гэндальф,nsubj,помог,[]
396661,Гэндальф,nsubj,возразил,[]
396829,Гэндальф,nsubj,мудрее,[]
396855,Гэндальф,nsubj,был,[именно]
396902,Гэндальф,nsubj,один,[]
397128,Гэндальф,nsubj,сдерживает,[сидевший]
397313,Гэндальф,nsubj,переспросил,[]
397476,Гэндальф,nsubj,переспросил,[]
397618,Гэндальф,nsubj,сказал,[]
